 Date  ,Year,Month,State,City,Metro City,Age Group,Education_Level,Family Background,Labour Force,Employed People,Unemployed People,Male Unemployed,Female Unemployed,Unemployement Rate ,Urban Unemployement ,Rural Unemployement ,Youth Unemployement 
2024-03,2024,Mar,Assam,Non-Metro,No,55-60,Higher Secondary,Upper Middle,15978615,14870878,1107737,656589,451148,6.93,7.68,5.20,11.80
2024-04,2024,Apr,Assam,Non-Metro,No,18-24,Postgraduate,Upper Middle,16213016,15386266,826750,575838,250912,5.10,4.47,5.68,10.30
2024-05,2024,May,Assam,Ahmedabad,Yes,45-54,Higher Secondary,Rich,16857452,15873394,984058,568573,415485,5.84,5.10,6.28,9.33
2024-06,2024,Jun,Assam,Pune,Yes,55-60,Postgraduate,Rich,16420338,15565006,855332,484841,370491,5.21,4.89,3.85,9.65
2024-07,2024,Jul,Assam,Non-Metro,No,35-44,Undergraduate,Rich,17032056,15448273,1583783,955042,628741,9.30,9.12,9.77,12.99
2024-08,2024,Aug,Assam,Chennai,Yes,25-34,No Formal Education,Upper Middle,16651336,15585952,1065384,601228,464156,6.40,7.16,4.90,11.35
2024-09,2024,Sep,Assam,Kolkata,Yes,45-54,Secondary School,Lower Middle,15714845,14726101,988744,547315,441429,6.29,6.06,6.19,8.53
2024-10,2024,Oct,Assam,Pune,Yes,55-60,Primary School,Upper Middle,15790277,14541728,1248549,738118,510431,7.91,8.24,7.24,12.81
2024-11,2024,Nov,Assam,Chennai,Yes,55-60,No Formal Education,Rich,16110368,14856995,1253373,859599,393774,7.78,7.36,6.75,10.69
2024-12,2024,Dec,Assam,Mumbai,Yes,45-54,Primary School,Rich,16139469,14621046,1518423,850944,667479,9.41,10.81,8.11,13.57
2020-01,2020,Jan,Bihar,Hyderabad,Yes,25-34,Higher Secondary,Lower Middle,23173484,20768245,2405239,1487709,917530,10.38,10.47,11.37,14.16
2020-02,2020,Feb,Bihar,Non-Metro,No,45-54,Undergraduate,Poor,23418155,21371139,2047016,1304095,742921,8.74,9.65,9.01,11.42
2020-03,2020,Mar,Bihar,Ahmedabad,Yes,45-54,Secondary School,Rich,24580866,23625166,955700,525812,429888,3.89,4.04,2.25,9.78
2020-04,2020,Apr,Bihar,Ahmedabad,Yes,45-54,No Formal Education,Poor,22671467,21910570,760897,502631,258266,3.36,4.37,1.63,6.38
2020-05,2020,May,Bihar,Chennai,Yes,25-34,Undergraduate,Lower Middle,24072855,22183050,1889805,1183066,706739,7.85,7.20,6.53,11.22
2020-06,2020,Jun,Bihar,Non-Metro,No,18-24,No Formal Education,Upper Middle,23530892,21725763,1805129,1086594,718535,7.67,9.15,6.51,13.44
2020-07,2020,Jul,Bihar,Mumbai,Yes,25-34,Postgraduate,Lower Middle,23973046,22119786,1853260,1127998,725262,7.73,8.61,7.75,11.86
2020-08,2020,Aug,Bihar,Pune,Yes,45-54,Postgraduate,Poor,24341806,21955301,2386505,1363151,1023354,9.80,9.77,7.87,12.42
2020-09,2020,Sep,Bihar,Mumbai,Yes,45-54,Postgraduate,Poor,23993498,21972156,2021342,1257078,764264,8.42,9.24,8.72,11.12
2020-10,2020,Oct,Bihar,Non-Metro,No,55-60,Undergraduate,Lower Middle,23820611,22095892,1724719,1051732,672987,7.24,6.44,5.32,9.78
2020-11,2020,Nov,Bihar,Chennai,Yes,25-34,Undergraduate,Rich,24923833,23150927,1772906,1090115,682791,7.11,8.67,5.11,9.18
2020-12,2020,Dec,Bihar,Kolkata,Yes,55-60,Secondary School,Lower Middle,24058726,22119741,1938985,1172542,766443,8.06,8.44,6.23,14.04
2021-01,2021,Jan,Bihar,Kolkata,Yes,55-60,No Formal Education,Rich,24966358,23144480,1821878,1067396,754482,7.30,7.21,5.60,12.07
2021-02,2021,Feb,Bihar,Pune,Yes,18-24,Undergraduate,Upper Middle,22772120,21331595,1440525,902364,538161,6.33,5.99,4.85,10.95
2021-03,2021,Mar,Bihar,Kolkata,Yes,35-44,Higher Secondary,Lower Middle,24510107,22563710,1946397,1188703,757694,7.94,9.42,8.14,13.02
2021-04,2021,Apr,Bihar,Non-Metro,No,55-60,Postgraduate,Lower Middle,22650046,20733801,1916245,1173552,742693,8.46,8.24,8.74,11.01
2021-05,2021,May,Bihar,Bangalore,Yes,55-60,Primary School,Poor,22652640,21736981,915659,536741,378918,4.04,5.92,3.51,6.48
2021-06,2021,Jun,Bihar,Chennai,Yes,55-60,Primary School,Lower Middle,23928714,22165953,1762761,1089662,673099,7.37,6.82,6.34,12.32
2021-07,2021,Jul,Bihar,Bangalore,Yes,25-34,Undergraduate,Poor,23563201,22998956,564245,349220,215025,2.39,4.26,2.76,5.66
2021-08,2021,Aug,Bihar,Mumbai,Yes,25-34,Primary School,Lower Middle,24262534,22780067,1482467,912666,569801,6.11,5.87,6.45,11.41
2021-09,2021,Sep,Bihar,Mumbai,Yes,45-54,Undergraduate,Upper Middle,23695724,23189448,506276,295687,210589,2.14,1.45,3.10,5.91
2021-10,2021,Oct,Bihar,Pune,Yes,35-44,No Formal Education,Poor,22737682,21190296,1547386,859887,687499,6.81,8.21,5.12,8.95
2021-11,2021,Nov,Bihar,Chennai,Yes,35-44,Secondary School,Rich,23723879,23218040,505839,353449,152390,2.13,2.20,1.37,6.33
2021-12,2021,Dec,Bihar,Non-Metro,No,45-54,No Formal Education,Upper Middle,24601652,22788133,1813519,1016127,797392,7.37,8.72,6.06,13.28
2022-01,2022,Jan,Bihar,Pune,Yes,25-34,Primary School,Poor,22788701,21586089,1202612,834581,368031,5.28,4.65,4.70,7.73
2022-02,2022,Feb,Bihar,Delhi,Yes,35-44,Primary School,Upper Middle,23781197,22535282,1245915,857245,388670,5.24,4.57,5.03,7.62
2022-03,2022,Mar,Bihar,Chennai,Yes,45-54,Undergraduate,Rich,23549333,21495735,2053598,1179900,873698,8.72,8.31,9.38,13.30
2022-04,2022,Apr,Bihar,Pune,Yes,18-24,Higher Secondary,Poor,23304648,22665874,638774,429506,209268,2.74,3.37,2.65,5.63
2022-05,2022,May,Bihar,Hyderabad,Yes,35-44,No Formal Education,Lower Middle,22752036,21748016,1004020,600412,403608,4.41,5.03,4.60,6.84
2022-06,2022,Jun,Bihar,Delhi,Yes,35-44,Higher Secondary,Poor,24255778,22444290,1811488,1021281,790207,7.47,7.71,7.74,12.44
2022-07,2022,Jul,Bihar,Non-Metro,No,55-60,Primary School,Lower Middle,22984730,21770603,1214127,684844,529283,5.28,4.31,4.02,10.19
2022-08,2022,Aug,Bihar,Non-Metro,No,25-34,Secondary School,Poor,24985721,23114809,1870912,1056834,814078,7.49,8.15,7.69,11.95
2022-09,2022,Sep,Bihar,Hyderabad,Yes,25-34,Primary School,Lower Middle,24490336,23028088,1462248,925798,536450,5.97,5.08,6.21,8.78
2022-10,2022,Oct,Bihar,Non-Metro,No,35-44,Postgraduate,Rich,24905380,23715015,1190365,720398,469967,4.78,5.29,3.15,8.32
2022-11,2022,Nov,Bihar,Hyderabad,Yes,55-60,Postgraduate,Rich,23141048,20960820,2180228,1244198,936030,9.42,8.96,7.51,12.09
2022-12,2022,Dec,Bihar,Mumbai,Yes,45-54,Undergraduate,Lower Middle,23055578,21156243,1899335,1155082,744253,8.24,9.41,6.55,11.14
2023-01,2023,Jan,Bihar,Kolkata,Yes,45-54,Higher Secondary,Upper Middle,23782584,22233958,1548626,990974,557652,6.51,7.01,4.74,8.75
2023-02,2023,Feb,Bihar,Hyderabad,Yes,55-60,Higher Secondary,Rich,23419747,21728457,1691290,1129332,561958,7.22,7.78,6.34,9.71
2023-03,2023,Mar,Bihar,Non-Metro,No,35-44,No Formal Education,Rich,23508298,22275355,1232943,689685,543258,5.24,5.14,3.77,9.79
2023-04,2023,Apr,Bihar,Hyderabad,Yes,45-54,Secondary School,Upper Middle,23805371,21766445,2038926,1175925,863001,8.56,9.28,8.33,11.30
2023-05,2023,May,Bihar,Hyderabad,Yes,55-60,Postgraduate,Poor,22686162,21738255,947907,524788,423119,4.18,5.97,4.53,6.40
2023-06,2023,Jun,Bihar,Bangalore,Yes,55-60,Undergraduate,Rich,24654505,23507810,1146695,669476,477219,4.65,6.06,4.03,8.58
2023-07,2023,Jul,Bihar,Hyderabad,Yes,18-24,Postgraduate,Lower Middle,23664114,22020649,1643465,1083743,559722,6.94,7.78,5.35,11.95
2023-08,2023,Aug,Bihar,Ahmedabad,Yes,45-54,Primary School,Lower Middle,24188281,21637747,2550534,1768775,781759,10.54,9.65,9.37,13.65
2023-09,2023,Sep,Bihar,Non-Metro,No,55-60,Higher Secondary,Rich,24635599,23437940,1197659,706883,490776,4.86,4.00,4.72,9.11
2023-10,2023,Oct,Bihar,Non-Metro,No,25-34,Secondary School,Rich,23447568,22714372,733196,437922,295274,3.13,2.51,3.77,6.70
2023-11,2023,Nov,Bihar,Bangalore,Yes,25-34,Undergraduate,Upper Middle,24110813,22188044,1922769,1200138,722631,7.97,9.15,6.55,11.33
2023-12,2023,Dec,Bihar,Non-Metro,No,55-60,No Formal Education,Poor,23358926,21464340,1894586,1311158,583428,8.11,7.56,6.79,11.11
2024-01,2024,Jan,Bihar,Delhi,Yes,45-54,Primary School,Upper Middle,23870205,22103539,1766666,1002080,764586,7.40,6.60,7.52,11.58
2024-02,2024,Feb,Bihar,Mumbai,Yes,25-34,Undergraduate,Poor,22818400,20696911,2121489,1312660,808829,9.30,11.13,9.85,13.97
2024-03,2024,Mar,Bihar,Ahmedabad,Yes,45-54,Secondary School,Lower Middle,24174036,23624286,549750,347340,202410,2.27,4.21,2.66,6.26
2024-04,2024,Apr,Bihar,Non-Metro,No,45-54,Postgraduate,Rich,23432939,22265853,1167086,794575,372511,4.98,5.54,3.60,10.49
2024-05,2024,May,Bihar,Delhi,Yes,18-24,Postgraduate,Upper Middle,24969479,23367343,1602136,1066705,535431,6.42,8.14,6.03,10.41
2024-06,2024,Jun,Bihar,Non-Metro,No,35-44,Primary School,Upper Middle,22874956,21988868,886088,574643,311445,3.87,5.20,4.77,6.69
2024-07,2024,Jul,Bihar,Bangalore,Yes,18-24,Postgraduate,Rich,24511919,23693598,818321,520975,297346,3.34,3.90,2.68,7.57
2024-08,2024,Aug,Bihar,Kolkata,Yes,35-44,Primary School,Upper Middle,23019178,21315459,1703719,1093823,609896,7.40,9.35,5.82,10.21
2024-09,2024,Sep,Bihar,Hyderabad,Yes,35-44,No Formal Education,Rich,23672384,22467518,1204866,773879,430987,5.09,6.31,4.05,11.04
2024-10,2024,Oct,Bihar,Delhi,Yes,45-54,Higher Secondary,Lower Middle,23779634,21913600,1866034,1060588,805446,7.85,9.79,7.82,10.37
2024-11,2024,Nov,Bihar,Non-Metro,No,55-60,Secondary School,Poor,22693705,21379024,1314681,885363,429318,5.79,5.80,4.68,11.47
2024-12,2024,Dec,Bihar,Non-Metro,No,35-44,Primary School,Upper Middle,22887517,21158566,1728951,1147915,581036,7.55,8.51,6.50,10.57
2020-01,2020,Jan,Chhattisgarh,Ahmedabad,Yes,25-34,Postgraduate,Poor,30001187,28200134,1801053,1182935,618118,6.00,5.72,4.43,9.40
2020-02,2020,Feb,Chhattisgarh,Non-Metro,No,18-24,Undergraduate,Rich,30858972,28086178,2772794,1836487,936307,8.99,9.40,9.92,13.52
2020-03,2020,Mar,Chhattisgarh,Pune,Yes,18-24,Higher Secondary,Rich,30470544,28110641,2359903,1540896,819007,7.74,9.72,5.96,10.05
2020-04,2020,Apr,Chhattisgarh,Hyderabad,Yes,55-60,Secondary School,Poor,30517920,28863890,1654030,1124670,529360,5.42,5.33,5.38,11.17
2020-05,2020,May,Chhattisgarh,Delhi,Yes,35-44,No Formal Education,Lower Middle,31907509,29450229,2457280,1596612,860668,7.70,8.71,7.38,10.15
2020-06,2020,Jun,Chhattisgarh,Chennai,Yes,55-60,Postgraduate,Upper Middle,30848752,28387524,2461228,1523632,937596,7.98,8.22,8.39,11.89
2020-07,2020,Jul,Chhattisgarh,Hyderabad,Yes,18-24,Secondary School,Lower Middle,29546579,27507497,2039082,1417032,622050,6.90,8.63,7.16,12.12
2020-08,2020,Aug,Chhattisgarh,Non-Metro,No,35-44,Higher Secondary,Upper Middle,29518145,27630734,1887411,1310658,576753,6.39,6.99,6.30,10.19
2020-09,2020,Sep,Chhattisgarh,Non-Metro,No,18-24,Higher Secondary,Poor,29674246,27822797,1851449,1091424,760025,6.24,7.71,4.46,9.14
2020-10,2020,Oct,Chhattisgarh,Non-Metro,No,45-54,Higher Secondary,Rich,31727010,29685072,2041938,1306475,735463,6.44,8.07,5.43,9.80
2020-11,2020,Nov,Chhattisgarh,Non-Metro,No,25-34,Undergraduate,Upper Middle,30347071,27470999,2876072,1766993,1109079,9.48,10.45,8.23,12.36
2020-12,2020,Dec,Chhattisgarh,Non-Metro,No,55-60,No Formal Education,Rich,30976895,28737445,2239450,1479458,759992,7.23,8.84,5.42,13.05
2021-01,2021,Jan,Chhattisgarh,Hyderabad,Yes,55-60,Secondary School,Lower Middle,30519271,29066812,1452459,834762,617697,4.76,5.53,4.87,7.71
2021-02,2021,Feb,Chhattisgarh,Hyderabad,Yes,45-54,Undergraduate,Upper Middle,31051292,28945976,2105316,1190837,914479,6.78,7.74,7.63,11.18
2021-03,2021,Mar,Chhattisgarh,Non-Metro,No,25-34,No Formal Education,Poor,31428845,29201419,2227426,1248783,978643,7.09,7.50,5.22,9.65
2021-04,2021,Apr,Chhattisgarh,Mumbai,Yes,35-44,Postgraduate,Upper Middle,30320784,27170424,3150360,2191799,958561,10.39,10.73,9.81,14.75
2021-05,2021,May,Chhattisgarh,Chennai,Yes,45-54,No Formal Education,Lower Middle,29615805,26856196,2759609,1862729,896880,9.32,9.71,8.63,12.19
2021-06,2021,Jun,Chhattisgarh,Non-Metro,No,18-24,Undergraduate,Poor,30692885,28470034,2222851,1237368,985483,7.24,8.09,5.58,10.62
2021-07,2021,Jul,Chhattisgarh,Kolkata,Yes,35-44,Undergraduate,Upper Middle,30992935,28156458,2836477,1858853,977624,9.15,8.98,8.34,12.84
2021-08,2021,Aug,Chhattisgarh,Bangalore,Yes,55-60,Higher Secondary,Poor,30736999,28572308,2164691,1485284,679407,7.04,6.97,7.51,12.86
2021-09,2021,Sep,Chhattisgarh,Chennai,Yes,25-34,Primary School,Lower Middle,30261217,28435293,1825924,1020561,805363,6.03,7.03,6.43,10.68
2021-10,2021,Oct,Chhattisgarh,Ahmedabad,Yes,45-54,No Formal Education,Poor,29748503,27578771,2169732,1387431,782301,7.29,7.51,6.26,12.29
2021-11,2021,Nov,Chhattisgarh,Non-Metro,No,25-34,Secondary School,Lower Middle,31467133,28142896,3324237,2271138,1053099,10.56,9.91,9.03,13.25
2021-12,2021,Dec,Chhattisgarh,Hyderabad,Yes,35-44,Postgraduate,Rich,31440546,29909508,1531038,1012241,518797,4.87,6.33,4.95,9.00
2022-01,2022,Jan,Chhattisgarh,Mumbai,Yes,18-24,No Formal Education,Lower Middle,30700861,29065091,1635770,1122989,512781,5.33,6.86,5.41,9.05
2022-02,2022,Feb,Chhattisgarh,Bangalore,Yes,25-34,Postgraduate,Rich,31549369,29405828,2143541,1267491,876050,6.79,6.47,5.95,10.59
2022-03,2022,Mar,Chhattisgarh,Non-Metro,No,35-44,No Formal Education,Lower Middle,29768937,26794421,2974516,2032926,941590,9.99,11.11,10.06,13.49
2022-04,2022,Apr,Chhattisgarh,Chennai,Yes,55-60,No Formal Education,Poor,29979784,27607047,2372737,1458235,914502,7.91,9.75,6.93,11.98
2022-05,2022,May,Chhattisgarh,Bangalore,Yes,25-34,Higher Secondary,Rich,31310638,28321324,2989314,1689527,1299787,9.55,11.51,8.91,14.30
2022-06,2022,Jun,Chhattisgarh,Ahmedabad,Yes,35-44,Secondary School,Upper Middle,29898197,28103270,1794927,1117949,676978,6.00,5.41,4.30,8.84
2022-07,2022,Jul,Chhattisgarh,Bangalore,Yes,25-34,Undergraduate,Lower Middle,30688659,28631616,2057043,1228015,829028,6.70,6.05,7.57,9.96
2022-08,2022,Aug,Chhattisgarh,Non-Metro,No,18-24,Undergraduate,Poor,32217503,29487786,2729717,1748223,981494,8.47,9.29,6.93,10.60
2022-09,2022,Sep,Chhattisgarh,Bangalore,Yes,35-44,Secondary School,Upper Middle,31112989,28946470,2166519,1246291,920228,6.96,6.87,5.74,9.74
2022-10,2022,Oct,Chhattisgarh,Bangalore,Yes,45-54,Secondary School,Upper Middle,29641083,27330712,2310371,1389381,920990,7.79,8.43,6.29,12.13
2022-11,2022,Nov,Chhattisgarh,Delhi,Yes,18-24,Primary School,Upper Middle,31888718,29989364,1899354,1253928,645426,5.96,5.56,5.14,8.11
2022-12,2022,Dec,Chhattisgarh,Kolkata,Yes,35-44,Undergraduate,Lower Middle,30937110,28422038,2515072,1588151,926921,8.13,9.30,7.73,13.61
2023-01,2023,Jan,Chhattisgarh,Chennai,Yes,18-24,Postgraduate,Lower Middle,29849407,27576046,2273361,1521177,752184,7.62,9.45,6.06,11.47
2023-02,2023,Feb,Chhattisgarh,Hyderabad,Yes,25-34,Higher Secondary,Lower Middle,32504632,30483916,2020716,1257918,762798,6.22,6.78,5.90,9.98
2023-03,2023,Mar,Chhattisgarh,Bangalore,Yes,35-44,Primary School,Rich,30585801,27990851,2594950,1709702,885248,8.48,9.97,8.78,12.78
2023-04,2023,Apr,Chhattisgarh,Non-Metro,No,45-54,Undergraduate,Poor,32427285,30035825,2391460,1387217,1004243,7.37,8.30,6.27,10.34
2023-05,2023,May,Chhattisgarh,Pune,Yes,25-34,Postgraduate,Poor,29557790,28140365,1417425,986145,431280,4.80,3.89,5.41,8.90
2023-06,2023,Jun,Chhattisgarh,Delhi,Yes,18-24,Secondary School,Rich,31424007,29758485,1665522,1077044,588478,5.30,5.89,5.68,11.26
2023-07,2023,Jul,Chhattisgarh,Ahmedabad,Yes,55-60,Higher Secondary,Rich,31425130,29303135,2121995,1189069,932926,6.75,8.18,7.41,11.55
2023-08,2023,Aug,Chhattisgarh,Delhi,Yes,45-54,Postgraduate,Upper Middle,29786089,27913421,1872668,1142074,730594,6.29,5.49,5.33,8.73
2023-09,2023,Sep,Chhattisgarh,Non-Metro,No,45-54,Postgraduate,Rich,29700673,28746459,954214,596473,357741,3.21,2.65,3.34,7.88
2023-10,2023,Oct,Chhattisgarh,Kolkata,Yes,35-44,Postgraduate,Poor,30117023,27880356,2236667,1519837,716830,7.43,8.18,7.95,11.62
2023-11,2023,Nov,Chhattisgarh,Pune,Yes,25-34,Primary School,Rich,31818080,29849472,1968608,1138202,830406,6.19,7.06,4.40,10.92
2023-12,2023,Dec,Chhattisgarh,Chennai,Yes,55-60,Postgraduate,Lower Middle,30212603,28933322,1279281,840606,438675,4.23,4.79,2.66,9.34
2024-01,2024,Jan,Chhattisgarh,Delhi,Yes,35-44,No Formal Education,Rich,30343919,28235366,2108553,1202031,906522,6.95,7.16,5.26,9.71
2024-02,2024,Feb,Chhattisgarh,Hyderabad,Yes,18-24,Primary School,Rich,31890667,30786661,1104006,725614,378392,3.46,2.47,2.20,8.43
2024-03,2024,Mar,Chhattisgarh,Non-Metro,No,25-34,Higher Secondary,Rich,30579493,28841426,1738067,1026431,711636,5.68,7.05,6.36,9.42
2024-04,2024,Apr,Chhattisgarh,Kolkata,Yes,55-60,No Formal Education,Lower Middle,32284303,30220514,2063789,1251889,811900,6.39,5.52,6.09,12.11
2024-05,2024,May,Chhattisgarh,Non-Metro,No,55-60,Undergraduate,Poor,29893740,27525252,2368488,1392989,975499,7.92,7.76,6.31,12.63
2024-06,2024,Jun,Chhattisgarh,Chennai,Yes,35-44,Secondary School,Rich,32389869,29537306,2852563,1683996,1168567,8.81,10.81,7.12,12.80
2024-07,2024,Jul,Chhattisgarh,Kolkata,Yes,45-54,No Formal Education,Rich,30938417,28164428,2773989,1571871,1202118,8.97,10.54,7.52,13.17
2024-08,2024,Aug,Chhattisgarh,Non-Metro,No,18-24,Postgraduate,Upper Middle,30751812,28789060,1962752,1291388,671364,6.38,7.57,6.33,11.57
2024-09,2024,Sep,Chhattisgarh,Hyderabad,Yes,45-54,Higher Secondary,Poor,29852209,27360812,2491397,1645728,845669,8.35,9.39,7.75,12.66
2024-10,2024,Oct,Chhattisgarh,Non-Metro,No,18-24,Postgraduate,Lower Middle,29726970,27743835,1983135,1103517,879618,6.67,7.22,5.47,12.01
2024-11,2024,Nov,Chhattisgarh,Mumbai,Yes,45-54,Postgraduate,Rich,30990819,28963152,2027667,1238181,789486,6.54,5.57,5.94,12.40
2024-12,2024,Dec,Chhattisgarh,Chennai,Yes,45-54,No Formal Education,Rich,31071973,29514863,1557110,1014661,542449,5.01,4.41,5.58,9.31
2020-01,2020,Jan,Goa,Bangalore,Yes,18-24,No Formal Education,Upper Middle,20786703,19965506,821197,505303,315894,3.95,4.50,2.99,7.44
2020-02,2020,Feb,Goa,Chennai,Yes,55-60,Higher Secondary,Upper Middle,20399415,19523693,875722,521028,354694,4.29,5.32,3.93,9.61
2020-03,2020,Mar,Goa,Ahmedabad,Yes,35-44,Undergraduate,Poor,20841142,20029329,811813,465046,346767,3.90,5.71,3.71,7.79
2020-04,2020,Apr,Goa,Chennai,Yes,25-34,No Formal Education,Upper Middle,20524720,18764125,1760595,1145700,614895,8.58,9.93,9.55,12.76
2020-05,2020,May,Goa,Non-Metro,No,18-24,Primary School,Upper Middle,20816963,19884432,932531,532587,399944,4.48,5.21,2.92,9.72
2020-06,2020,Jun,Goa,Non-Metro,No,35-44,No Formal Education,Poor,21761904,20506835,1255069,763364,491705,5.77,7.61,4.78,10.67
2020-07,2020,Jul,Goa,Delhi,Yes,55-60,Higher Secondary,Rich,21877939,20655149,1222790,799110,423680,5.59,5.28,3.72,9.25
2020-08,2020,Aug,Goa,Non-Metro,No,55-60,Postgraduate,Poor,21044724,19545366,1499358,995818,503540,7.12,7.99,7.91,12.17
2020-09,2020,Sep,Goa,Hyderabad,Yes,55-60,Higher Secondary,Poor,21381119,20443589,937530,594516,343014,4.38,3.53,4.92,10.31
2020-10,2020,Oct,Goa,Hyderabad,Yes,18-24,Higher Secondary,Upper Middle,22099388,20467720,1631668,1106381,525287,7.38,7.88,6.60,13.20
2020-11,2020,Nov,Goa,Pune,Yes,25-34,Primary School,Lower Middle,21381904,20530773,851131,585499,265632,3.98,3.55,4.36,9.61
2020-12,2020,Dec,Goa,Bangalore,Yes,25-34,Primary School,Upper Middle,22422637,20798724,1623913,1127028,496885,7.24,7.42,7.80,12.33
2021-01,2021,Jan,Goa,Chennai,Yes,25-34,Postgraduate,Poor,21380339,20335898,1044441,696853,347588,4.89,5.38,2.92,6.92
2021-02,2021,Feb,Goa,Non-Metro,No,35-44,Undergraduate,Rich,21163051,19999004,1164047,801945,362102,5.50,6.92,4.03,9.56
2021-03,2021,Mar,Goa,Non-Metro,No,45-54,No Formal Education,Lower Middle,20924258,19713801,1210457,738880,471577,5.78,5.98,6.54,11.76
2021-04,2021,Apr,Goa,Mumbai,Yes,35-44,Higher Secondary,Rich,20492934,18746621,1746313,1159815,586498,8.52,9.78,9.28,14.33
2021-05,2021,May,Goa,Chennai,Yes,55-60,Secondary School,Lower Middle,22087378,21365802,721576,424034,297542,3.27,4.24,1.99,6.03
2021-06,2021,Jun,Goa,Non-Metro,No,35-44,Secondary School,Poor,22367969,20351491,2016478,1139855,876623,9.02,8.13,7.12,11.72
2021-07,2021,Jul,Goa,Non-Metro,No,35-44,Undergraduate,Upper Middle,22437146,21049201,1387945,884458,503487,6.19,6.16,6.70,8.76
2021-08,2021,Aug,Goa,Non-Metro,No,55-60,Undergraduate,Lower Middle,21319940,19534899,1785041,1223759,561282,8.37,9.71,7.80,12.36
2021-09,2021,Sep,Goa,Pune,Yes,45-54,Postgraduate,Poor,20796143,19170289,1625854,975081,650773,7.82,7.91,6.70,13.34
2021-10,2021,Oct,Goa,Non-Metro,No,55-60,Higher Secondary,Lower Middle,21384135,20454144,929991,524754,405237,4.35,5.67,3.41,9.65
2021-11,2021,Nov,Goa,Bangalore,Yes,55-60,Postgraduate,Poor,20493990,20084111,409879,243264,166615,2.00,1.00,1.25,6.09
2021-12,2021,Dec,Goa,Pune,Yes,55-60,Undergraduate,Rich,20513809,18565896,1947913,1355672,592241,9.50,9.19,7.50,14.41
2022-01,2022,Jan,Goa,Delhi,Yes,55-60,No Formal Education,Rich,22218079,20121860,2096219,1285808,810411,9.43,10.89,7.98,12.92
2022-02,2022,Feb,Goa,Pune,Yes,55-60,Postgraduate,Poor,22332976,20403159,1929817,1294914,634903,8.64,8.09,7.78,12.30
2022-03,2022,Mar,Goa,Hyderabad,Yes,18-24,No Formal Education,Rich,20973723,19449665,1524058,981897,542161,7.27,9.11,7.16,9.79
2022-04,2022,Apr,Goa,Non-Metro,No,35-44,Higher Secondary,Poor,21599026,20842724,756302,504536,251766,3.50,5.30,3.98,8.29
2022-05,2022,May,Goa,Pune,Yes,55-60,Postgraduate,Poor,22373885,20951205,1422680,930702,491978,6.36,6.18,6.78,9.14
2022-06,2022,Jun,Goa,Chennai,Yes,55-60,Secondary School,Poor,21137959,18899360,2238599,1343924,894675,10.59,11.69,10.77,14.84
2022-07,2022,Jul,Goa,Chennai,Yes,25-34,No Formal Education,Upper Middle,21213481,19730912,1482569,851669,630900,6.99,8.34,5.36,12.18
2022-08,2022,Aug,Goa,Pune,Yes,45-54,Secondary School,Poor,21718872,19908065,1810807,1224995,585812,8.34,9.79,7.98,14.21
2022-09,2022,Sep,Goa,Kolkata,Yes,35-44,Higher Secondary,Rich,21939030,20400199,1538831,1045475,493356,7.01,6.41,7.61,9.64
2022-10,2022,Oct,Goa,Ahmedabad,Yes,35-44,No Formal Education,Poor,21061624,19865460,1196164,709931,486233,5.68,4.89,4.62,11.42
2022-11,2022,Nov,Goa,Bangalore,Yes,35-44,Undergraduate,Upper Middle,20746073,19852119,893954,516738,377216,4.31,4.54,5.11,8.03
2022-12,2022,Dec,Goa,Ahmedabad,Yes,35-44,No Formal Education,Lower Middle,22281543,20417889,1863654,1194277,669377,8.36,7.62,7.36,13.07
